Gene_symbol	NAME	M189	L189	M190	L190	M183	L183
AADAT	aminoadipate aminotransferase	11.7746747455756	10.3157668115537	9.61246790204022	10.1243337391332	12.2691244207607	11.1696342806638
AAED1	AhpC/TSA antioxidant enzyme domain containing 1	17.5393592564303	13.1661760621147	20.0608025781709	11.0343862100666	12.2691244207607	8.55855094232682
AAGAB	alpha- and gamma-adaptin binding protein	27.3515882110767	31.6259693038424	28.2801591900604	35.378289807533	27.3322078680312	25.240472270591
AAK1	AP2 associated kinase 1	140.314874051443	108.179817747478	128.72348320993	84.7486363556658	120.626144057578	143.319463237609
AAMDC	adipogenesis associated, Mth938 domain containing	6.00999023472088	3.39334434590584	6.96555645075378	6.82539353199993	6.80268284715443	5.07710649121083
AAMP	angio-associated, migratory cell protein	52.618077769291	57.9583214280717	63.1079414438293	68.4814484377326	42.7597207535422	46.129138977287
AANAT	aralkylamine N-acetyltransferase	0.122652861933079	0.271467547672467	0.139311129015076	0.113756558866665	0.242952958826944	0.145060185463167
AAR2	AAR2 splicing factor homolog	33.1162727219314	44.9278791397933	37.3353825760403	40.2698218387996	30.612072812195	39.166250075055
AARD	alanine and arginine rich domain containing protein	3.67958585799237	3.39334434590584	2.50760032227136	3.6402098837333	8.50335355894304	18.277583368359
AARS	alanyl-tRNA synthetase	85.7343504912223	140.755923468174	101.00056853593	105.793599745999	84.5476296717765	133.890551182503
AARS2	alanyl-tRNA synthetase 2, mitochondrial	35.3240242367268	36.1051838404381	32.7381153185428	37.5396644259996	34.0134142357722	43.51805563895
AARSD1	alanyl-tRNA synthetase domain containing 1	8.8310060591817	16.4237866341843	20.7573582232463	18.9973453307331	14.0912716119628	3.19132408018966
AASDH	aminoadipate-semialdehyde dehydrogenase	20.3603750808911	19.9528647539263	19.6428691911257	19.6798846839331	22.7161016503193	22.3392685613276
AASDHPPT	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	21.9548622860212	39.7699957340164	27.0263590289247	24.0026339208664	24.2952958826944	26.4009537542963
AASS	aminoadipate-semialdehyde synthase	81.9321117712969	57.4153863327268	91.5274117629047	89.2988987103324	107.74963723975	80.7985233029838
AATF	apoptosis antagonizing transcription factor	26.1250595917459	21.3102024922887	26.7477367708945	26.2777650981997	17.6140895149534	15.9566204009483
AATK	apoptosis-associated tyrosine kinase	3.18897441026006	1.6288052860348	3.34346709636182	2.27513117733331	3.0369119853368	1.45060185463167
AATK-AS1	AATK antisense RNA 1	0	0	0	0.113756558866665	0	0
ABAT	4-aminobutyrate aminotransferase	8.2177417495163	9.77283171620881	11.7021348372664	9.10052470933324	8.2604006001161	5.65734723306349
ABCA1	ATP-binding cassette, sub-family A (ABC1), member 1	115.293690217094	43.2990738537585	67.0086530562514	50.7354252545328	48.1046858477349	23.499750045033
ABCA10	ATP-binding cassette, sub-family A (ABC1), member 10	25.5117952820805	4.20774698892324	17.4138911268845	2.9576705305333	17.7355659943669	2.03084259648433
ABCA11P	ATP-binding cassette, sub-family A (ABC1), member 11, pseudogene	7.35917171598475	10.8587019068987	10.5876458051458	13.1957608285332	9.83959483249124	10.8795139097375
ABCA12	ATP-binding cassette, sub-family A (ABC1), member 12	0.122652861933079	0.271467547672467	1.25380016113568	0.341269676599996	0.60738239706736	1.01542129824217
ABCA13	ATP-binding cassette, sub-family A (ABC1), member 13	3.67958585799237	2.17174038137974	1.81104467719598	6.5978804142666	3.27986494416374	4.64192593482133
ABCA17P	ATP-binding cassette, sub-family A (ABC1), member 17, pseudogene	0.245305723866158	1.6288052860348	0.97517790310553	0.455026235466662	0.242952958826944	1.16048148370533
ABCA2	ATP-binding cassette, sub-family A (ABC1), member 2	47.2213518442355	38.955593090999	39.8429828983117	46.8677022530662	35.8355614269743	32.9286621001388
ABCA3	ATP-binding cassette, sub-family A (ABC1), member 3	23.304043767285	11.5373707760799	16.8566466108242	11.8306821221332	11.6617420236933	11.1696342806638
ABCA4	ATP-binding cassette, sub-family A (ABC1), member 4	0.735917171598475	0.678668869181168	0.139311129015076	0.227513117733331	0.60738239706736	0.4351805563895
ABCA5	ATP-binding cassette, sub-family A (ABC1), member 5	28.0875053826751	11.4016370022436	25.3546254807438	18.6560756541331	38.2650910152437	16.536861142801
ABCA6	ATP-binding cassette, sub-family A (ABC1), member 6	85.4890447673562	7.87255888250154	33.0167375765729	11.7169255632665	46.6469680947733	6.81782871676883
ABCA7	ATP-binding cassette, sub-family A (ABC1), member 7	7.48182457791783	8.68696152551895	6.82624532173871	6.2566107376666	4.98053565595235	7.10794908769516
ABCA8	ATP-binding cassette, sub-family A (ABC1), member 8	67.3364212012604	5.56508472728557	42.6292054786132	32.648132394733	57.7013277213992	13.925777804464
ABCA9	ATP-binding cassette, sub-family A (ABC1), member 9	86.3476148008877	18.595527015564	48.8982062842916	21.3862330669331	66.5691107185827	27.1262546816121
ABCB1	ATP-binding cassette, sub-family B (MDR/TAP), member 1	39.1262629566522	15.4736502173306	32.8774264475579	48.9153203126662	38.2650910152437	22.629388932254
ABCB10	ATP-binding cassette, sub-family B (MDR/TAP), member 10	31.2764797929352	29.8614302439714	25.6332477387739	31.0555405705997	30.1261668945411	23.499750045033
ABCB11	ATP-binding cassette, sub-family B (MDR/TAP), member 11	0	0	0	0.113756558866665	0	0
ABCB4	ATP-binding cassette, sub-family B (MDR/TAP), member 4	1.34918148126387	3.12187679823337	2.36828919325629	1.02380902979999	0.971811835307776	3.19132408018966
ABCB5	ATP-binding cassette, sub-family B (MDR/TAP), member 5	11.8973276075087	10.5872343592262	9.05522338597992	7.50793288519992	14.4557010502032	16.1016805864115
ABCB6	ATP-binding cassette, sub-family B (MDR/TAP), member 6 (Langereis blood group)	17.1714006706311	21.8531375876336	18.5283801590051	20.7036937137331	19.3147602267421	20.018305593917
ABCB7	ATP-binding cassette, sub-family B (MDR/TAP), member 7	22.4454737337535	21.4459362661249	23.961514190593	22.6375552144664	21.7442898150115	23.3546898595698
ABCB8	ATP-binding cassette, sub-family B (MDR/TAP), member 8	25.2664895582143	52.1217691531137	31.4843151574071	42.4311964572662	28.1825432239255	89.6471946162369
ABCB9	ATP-binding cassette, sub-family B (MDR/TAP), member 9	3.06632154832698	4.34348076275947	8.35866774090454	7.73544600293325	5.95234749126013	4.351805563895
ABCC1	ATP-binding cassette, sub-family C (CFTR/MRP), member 1	49.0611447732317	104.379272080064	55.0278959609549	48.8015637537995	43.7315325888499	86.6009307215104
ABCC10	ATP-binding cassette, sub-family C (CFTR/MRP), member 10	20.115069357025	28.3683587317728	19.3642469330955	25.8227388627331	19.1932837473286	29.592277834486
ABCC11	ATP-binding cassette, sub-family C (CFTR/MRP), member 11	0.122652861933079	0	0.139311129015076	0	0	0
ABCC12	ATP-binding cassette, sub-family C (CFTR/MRP), member 12	0	0	0	0	0	0
ABCC13	ATP-binding cassette, sub-family C (CFTR/MRP), member 13, pseudogene	1.34918148126387	1.90027283370727	0.835866774090454	0.113756558866665	1.45771775296166	2.32096296741066
ABCC2	ATP-binding cassette, sub-family C (CFTR/MRP), member 2	0.858570033531554	0.542935095344934	1.67173354818091	0.341269676599996	0.60738239706736	0.4351805563895
ABCC3	ATP-binding cassette, sub-family C (CFTR/MRP), member 3	7.97243602565015	10.8587019068987	5.29382290257288	22.8650683321998	5.95234749126013	20.3084259648433
ABCC4	ATP-binding cassette, sub-family C (CFTR/MRP), member 4	49.551756220964	33.119040816041	31.345004028392	42.2036833395329	37.050326221109	32.0583009873598
ABCC5	ATP-binding cassette, sub-family C (CFTR/MRP), member 5	35.0787185128606	35.5622487450932	33.5739820926332	29.8042184230664	33.1630788798779	39.166250075055
ABCC5-AS1	ABCC5 antisense RNA 1	0	0	0	0	0	0.145060185463167
ABCC6	ATP-binding cassette, sub-family C (CFTR/MRP), member 6	1.34918148126387	1.2216039645261	0.139311129015076	1.02380902979999	0.850335355894304	0.725300927315833
ABCC6P1	ATP-binding cassette, sub-family C, member 6 pseudogene 1 (functional)	0	0	0	0	0	0.145060185463167
ABCC6P2	ATP-binding cassette, sub-family C, member 6 pseudogene 2	0	0	0.139311129015076	0	0	0
ABCC8	ATP-binding cassette, sub-family C (CFTR/MRP), member 8	1.22652861933079	0.814402643017401	2.50760032227136	14.9021092115332	7.53154172363527	4.351805563895
ABCC9	ATP-binding cassette, sub-family C (CFTR/MRP), member 9	514.528755809267	450.636129136295	564.628005898102	385.748491116863	696.667609436262	710.939968954979
ABCD1	ATP-binding cassette, sub-family D (ALD), member 1	45.7495175010385	59.3156591664341	78.0142322484424	74.8518157342659	56.8509923655049	63.5363612328669
ABCD2	ATP-binding cassette, sub-family D (ALD), member 2	6.37794882052012	11.4016370022436	16.578024352794	17.2909969477332	27.2107313886177	14.6510787317798
ABCD3	ATP-binding cassette, sub-family D (ALD), member 3	43.6644188481762	51.8503016054412	54.1920291868644	45.8438932232662	52.7207920654469	52.3667269522031
ABCD4	ATP-binding cassette, sub-family D (ALD), member 4	23.6720023530843	18.4597932417278	17.1352688688543	23.4338511265331	18.5859013502612	19.2930046666011
ABCE1	ATP-binding cassette, sub-family E (OABP), member 1	43.2964602623769	49.8142949978977	43.6043833817187	40.6110915153996	40.0872382064458	40.1816713732971
ABCF1	ATP-binding cassette, sub-family F (GCN20), member 1	38.1450400611876	47.642554616518	46.9478504780805	50.8491818133995	30.9765022504354	46.5643195336765
ABCF2	ATP-binding cassette, sub-family F (GCN20), member 2	38.0223871992545	54.2935095344934	52.3809845096685	50.7354252545328	34.6207966328395	48.5951621301608
ABCF3	ATP-binding cassette, sub-family F (GCN20), member 3	23.304043767285	27.2824885410829	26.6084256418795	37.0846381905329	20.6510015002902	21.3238472630855
ABCG1	ATP-binding cassette, sub-family G (WHITE), member 1	10.6707989881779	11.2659032284074	6.26900080567841	5.57407138446661	5.2234886147793	10.5893935388112
ABCG2	ATP-binding cassette, sub-family G (WHITE), member 2 (Junior blood group)	71.6292713689182	62.9804710600124	67.5658975723117	94.9867266536657	91.107359560104	70.6443103205621
ABCG4	ATP-binding cassette, sub-family G (WHITE), member 4	0.245305723866158	0.814402643017401	0.696555645075378	1.47883526526665	0.364429438240416	1.01542129824217
ABCG5	ATP-binding cassette, sub-family G (WHITE), member 5	0.245305723866158	0.135733773836234	0.278622258030151	0	0.242952958826944	0
ABCG8	ATP-binding cassette, sub-family G (WHITE), member 8	0	0	0	0	0	0
ABHD1	abhydrolase domain containing 1	1.47183434319695	1.08587019068987	0.97517790310553	0.796295912066658	0.485905917653888	0.580240741852666
ABHD10	abhydrolase domain containing 10	14.5956905700364	13.5733773836234	18.8070024170352	22.4100420967331	19.1932837473286	13.925777804464
ABHD11	abhydrolase domain containing 11	22.2001680098873	19.4099296585814	17.5532022558995	19.1111018895998	25.995966594483	31.9132408018966
ABHD12	abhydrolase domain containing 12	26.6156710394782	37.4625215788004	33.7132932216483	35.719559484133	19.0718072679151	25.6756528269805
ABHD12B	abhydrolase domain containing 12B	2.08509865286235	0.407201321508701	2.22897806424121	0.796295912066658	1.33624127354819	1.740722225558
ABHD13	abhydrolase domain containing 13	26.370365315612	26.4680858980655	27.0263590289247	21.7275027435331	27.0892549092043	23.499750045033
ABHD14A	abhydrolase domain containing 14A	7.35917171598475	5.15788340577687	8.91591225696484	11.4894124455332	8.38187707952957	4.20674537843183
ABHD14A-ACY1	ABHD14A-ACY1 readthrough (NMD candidate)	2.20775151479542	0	2.50760032227136	0	0	2.03084259648433
ABHD14B	abhydrolase domain containing 14B	36.4278999941245	35.6979825189294	34.5491599957388	37.6534209848663	30.7335492916084	21.759027819475
ABHD15	abhydrolase domain containing 15	20.8509865286235	21.3102024922887	20.6180470942312	23.2063380087998	21.865766294425	27.1262546816121
ABHD16A	abhydrolase domain containing 16A	33.8521898935298	44.7921453659571	50.2913175744423	51.6454777254661	37.5362321387629	40.4717917442235
ABHD16B	abhydrolase domain containing 16B	2.9436686863939	5.56508472728557	3.76140048340704	3.6402098837333	3.27986494416374	5.22216667667399
ABHD17A	abhydrolase domain containing 17A	68.9309084063905	66.7810167274269	84.561855312151	97.0343447132657	57.8228042008127	52.0766065812768
ABHD17B	abhydrolase domain containing 17B	18.643235013828	20.360066075435	24.9366920936985	17.8597797420665	21.1369074179441	15.666500030022
ABHD17C	abhydrolase domain containing 17C	2.45305723866158	6.10801982263051	1.81104467719598	4.66401891353328	3.0369119853368	5.36722686213716
ABHD2	abhydrolase domain containing 2	223.350861580137	202.51479056366	365.831024793589	349.573905397263	221.694574929586	156.955120671146
ABHD3	abhydrolase domain containing 3	6.74590740631935	8.00829265633778	5.1545117735578	6.48412385539993	5.95234749126013	4.06168519296866
ABHD4	abhydrolase domain containing 4	27.4742410730097	33.2547745898772	37.8926270921006	37.0846381905329	30.8550257710219	33.3638426565283
ABHD5	abhydrolase domain containing 5	15.454260603568	41.3988010200512	19.3642469330955	19.7936412427998	13.3624127354819	50.9161250975715
ABHD6	abhydrolase domain containing 6	14.9636491558357	10.3157668115537	17.2745799978694	15.9259182413332	9.83959483249124	7.10794908769516
ABHD8	abhydrolase domain containing 8	10.5481461262448	13.7091111574596	14.0704240305226	17.8597797420665	9.59664187366429	13.2004768771482
ABI1	abl-interactor 1	45.9948232249047	45.8780155566469	44.161627897779	38.7909865735329	41.9093853976479	34.6693843256968
ABI2	abl-interactor 2	100.330041061259	109.53715548584	106.155080309488	93.0528651529324	113.337555292769	110.39080113747
ABI3	ABI family, member 3	12.0199804694418	4.75068208426817	12.3986904823417	15.3571354469998	10.3255007501451	5.65734723306349
ABI3BP	ABI family, member 3 (NESH) binding protein	88.6780191776162	34.4763785544033	62.2720746697388	40.1560652799329	89.1637358894885	29.8823982054123
ABL1	ABL proto-oncogene 1, non-receptor tyrosine kinase	163.986876404527	158.537047840721	196.289380782242	151.865006086998	143.09929274907	187.272699432948
ABL2	ABL proto-oncogene 2, non-receptor tyrosine kinase	89.4139363492147	77.7754524081618	106.851635954563	58.0158450219994	95.2375598601621	88.6317733179948
ABLIM1	actin binding LIM protein 1	255.73121713047	44.6564115921208	170.934755301498	159.827965207665	149.173116719744	39.6014306314445
ABLIM2	actin binding LIM protein family, member 2	4.29285016765777	2.0360066075435	2.50760032227136	2.16137461846664	2.1865766294425	2.75614352380016
ABLIM3	actin binding LIM protein family, member 3	51.7595077357594	12.4875071929335	51.2664954775478	23.2063380087998	28.061066744512	12.3301157643692
ABO	ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)	1.34918148126387	0.678668869181168	0.278622258030151	0.568782794333327	0.364429438240416	1.16048148370533
ABR	active BCR-related	96.037190893601	95.6923105545446	105.737146922442	92.2565692408657	77.0160879481413	78.6226205210363
ABRA	actin binding Rho activating protein	5.8873373727878	1.76453905987104	8.91591225696484	0.910052470933324	0.971811835307776	1.01542129824217
ABRACL	ABRA C-terminal like	8.46304747338246	10.8587019068987	5.57244516060303	6.5978804142666	4.00872382064458	5.80240741852666
ABT1	activator of basal transcription 1	19.8697636331588	20.360066075435	20.7573582232463	24.5714167151997	16.1563717619918	16.2467407718747
ABTB1	ankyrin repeat and BTB (POZ) domain containing 1	18.3979292899619	11.1301694545711	14.4883574175679	17.6322666243331	11.9046949825203	8.99373149871633
ABTB2	ankyrin repeat and BTB (POZ) domain containing 2	14.2277319842372	12.3517734190973	15.8814687077186	12.7407345930665	9.23221243542387	25.5305926415173
AC093375.1	NA	1.22652861933079	0.678668869181168	0.696555645075378	0.341269676599996	1.33624127354819	1.740722225558
ACAA1	acetyl-CoA acyltransferase 1	19.8697636331588	23.4819428736684	23.8222030615779	25.2539560683997	14.0912716119628	16.9720416991905
ACAA2	acetyl-CoA acyltransferase 2	33.9748427554629	36.2409176142744	39.5643606402815	40.1560652799329	32.434220003397	30.8978195036545
ACACA	acetyl-CoA carboxylase alpha	67.3364212012604	113.201967379419	78.8500990225328	83.7248273258658	80.538905851132	137.952236375471
ACACB	acetyl-CoA carboxylase beta	97.2637195129318	51.4431002839325	105.040591277367	75.6481116463325	82.7254824805745	65.1320232729618
ACAD10	acyl-CoA dehydrogenase family, member 10	13.2465090887725	24.8392806120307	18.38906902999	21.9550158612664	14.8201304884436	25.240472270591
ACAD11	acyl-CoA dehydrogenase family, member 11	44.2776831578416	48.0497559380267	46.9478504780805	40.3835783976662	58.0657571596396	62.3758797491616
ACAD8	acyl-CoA dehydrogenase family, member 8	13.0012033649064	24.975014385867	18.9463135460503	20.4761805959998	14.9416069678571	29.3021574635596
ACAD9	acyl-CoA dehydrogenase family, member 9	27.7195467968759	27.5539560887554	35.3850267698292	38.6772300146663	24.7812018003483	31.1879398745808
ACADL	acyl-CoA dehydrogenase, long chain	0.613264309665396	0	0.278622258030151	0.113756558866665	0.242952958826944	0
ACADM	acyl-CoA dehydrogenase, C-4 to C-12 straight chain	25.6344481440135	27.5539560887554	25.4939366097589	21.4999896257998	21.5013368561846	20.5985463357696
ACADS	acyl-CoA dehydrogenase, C-2 to C-3 short chain	13.982426260371	6.65095491797544	16.1600909657488	18.0872928597998	11.6617420236933	13.7807176190008
ACADSB	acyl-CoA dehydrogenase, short/branched chain	100.207388199326	89.7200245057504	85.8156554732866	75.6481116463325	107.871113719163	154.924278074662
ACADVL	acyl-CoA dehydrogenase, very long chain	219.058011412479	262.916319920784	286.702303513026	281.547483194997	195.57713185569	275.469292194553
ACAN	aggrecan	0.735917171598475	13.5733773836234	1.81104467719598	1.93386150073331	1.33624127354819	13.6356574335377
ACAP1	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1	7.11386599211859	5.56508472728557	6.68693419272363	7.84920256179992	6.19530045008707	5.65734723306349
ACAP2	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2	103.764321195385	101.25739528183	105.179902406382	80.1983740009992	104.226819336759	86.6009307215104
ACAP3	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3	47.0986989823024	57.4153863327268	64.361741604965	71.7803886448659	60.0093808302552	61.6505788218458
ACAT1	acetyl-CoA acetyltransferase 1	50.4103262544955	44.6564115921208	63.5258748308745	43.2274923693329	53.2066979831008	36.8452871076443
ACAT2	acetyl-CoA acetyltransferase 2	4.53815589152393	10.45150058539	7.94073435385931	8.64549847386658	5.70939453243319	12.0399953934428
ACBD3	acyl-CoA binding domain containing 3	40.23013871405	42.8918725322498	43.3257611236885	41.1798743097329	38.3865674946572	37.425527849497
ACBD4	acyl-CoA binding domain containing 4	30.5405626213367	24.432079290522	35.5243378988443	33.1031586301997	36.6858967828686	40.1816713732971
ACBD5	acyl-CoA binding domain containing 5	39.1262629566522	33.3905083637135	33.156048705588	23.0925814499331	35.1067025504934	30.7527593181913
ACBD6	acyl-CoA binding domain containing 6	23.0587380434189	32.9833070422047	28.6980925771056	30.3730012173997	25.2671077180022	26.11083338337
ACBD7	acyl-CoA binding domain containing 7	51.0235905641609	40.1771970555251	30.9270706413468	29.235435628733	54.1785098184085	70.7893705060253
ACCS	1-aminocyclopropane-1-carboxylate synthase homolog (Arabidopsis)(non-functional)	21.4642508382889	21.8531375876336	18.1104467719598	17.5185100654665	27.9395902650986	29.0120370926333
ACCSL	1-aminocyclopropane-1-carboxylate synthase homolog (Arabidopsis)(non-functional)-like	0	0.135733773836234	0.139311129015076	0	0	0.145060185463167
ACD	adrenocortical dysplasia homolog (mouse)	12.1426333313748	12.6232409667697	15.6028464496885	11.3756558866665	9.35368891483735	8.99373149871633
ACE	angiotensin I converting enzyme	37.0411643037899	15.4736502173306	14.3490462885528	18.7698322129998	20.5295250208768	19.2930046666011
ACE2	angiotensin I converting enzyme 2	0.367958585799238	0.135733773836234	0.696555645075378	0.910052470933324	0.364429438240416	1.01542129824217
ACER1	alkaline ceramidase 1	0.122652861933079	0.135733773836234	0	0.227513117733331	0.121476479413472	0
ACER2	alkaline ceramidase 2	5.64203164892164	3.52907811974207	3.90071161242212	2.27513117733331	1.94362367061555	2.32096296741066
ACER3	alkaline ceramidase 3	23.7946552150174	28.6398262794453	27.3049812869548	22.6375552144664	23.8093899650405	23.6448102304961
ACHE	acetylcholinesterase (Yt blood group)	0.735917171598475	6.37948737030298	1.81104467719598	2.16137461846664	1.09328831472125	5.51228704760033
ACIN1	apoptotic chromatin condensation inducer 1	99.226165303861	99.9000575434679	106.015769180473	120.695708957532	100.218095516114	115.032727072291
ACKR1	atypical chemokine receptor 1 (Duffy blood group)	78.6204844991037	19.4099296585814	141.122173692272	29.8042184230664	54.0570333389951	16.3918009573378
ACKR2	atypical chemokine receptor 2	17.5393592564303	7.05815623948414	12.2593793533267	10.9206296511999	17.249660076713	23.9349306014225
ACKR3	atypical chemokine receptor 3	31.1538269310021	10.3157668115537	18.38906902999	13.7645436228665	10.0825477913182	4.93204630574766
ACKR4	atypical chemokine receptor 4	26.1250595917459	5.42935095344934	15.4635353206734	3.41269676599996	11.7832185031068	3.77156482204233
ACLY	ATP citrate lyase	84.1398632860923	122.703331547955	100.164701761839	114.780367896465	78.3523292216895	118.369111337944
ACMSD	aminocarboxymuconate semialdehyde decarboxylase	0	0	0.139311129015076	0.113756558866665	0	0
ACN9	NA	2.9436686863939	5.02214963194064	3.90071161242212	4.77777547239995	3.88724734123111	4.7869861202845
ACO1	aconitase 1, soluble	46.485434672637	50.9001651885876	65.0582972500404	60.6322458759327	49.3194506418697	48.740222315624
ACO2	aconitase 2, mitochondrial	54.3352178363541	63.3876723815211	76.2031875712464	69.7327705852659	54.7858922154759	58.7493751125824
ACOT1	acyl-CoA thioesterase 1	4.78346161539009	3.93627944125077	10.8662680631759	9.44179438593324	14.9416069678571	21.6139676340118
ACOT11	acyl-CoA thioesterase 11	10.6707989881779	9.90856549004505	9.47315677302515	11.0343862100666	8.98925947659693	10.2992731678848
ACOT12	acyl-CoA thioesterase 12	0.245305723866158	0	0	0	0.121476479413472	0
ACOT13	acyl-CoA thioesterase 13	20.2377222189581	23.0747415521597	19.0856246750654	20.1349109193998	21.0154309385307	20.7436065212328
ACOT2	acyl-CoA thioesterase 2	34.8334127889945	56.6009836897094	28.1408480610453	21.9550158612664	58.5516630772935	151.297773438083
ACOT4	acyl-CoA thioesterase 4	1.47183434319695	2.17174038137974	0.97517790310553	2.38888773619997	1.70067071178861	1.3055416691685
ACOT6	acyl-CoA thioesterase 6	0.122652861933079	0	0	0	0.242952958826944	0
ACOT7	acyl-CoA thioesterase 7	10.0575346785125	11.1301694545711	9.89109016007037	6.82539353199993	4.61610621771194	11.6048148370533
ACOT8	acyl-CoA thioesterase 8	7.84978316371707	12.216039645261	10.8662680631759	13.9920567405999	10.0825477913182	11.314694466127
ACOT9	acyl-CoA thioesterase 9	44.0323774339754	46.2852168781556	46.1119837039901	45.1613538700662	36.4429438240416	47.5797408319186
ACOX1	acyl-CoA oxidase 1, palmitoyl	108.915741396574	112.116097188729	103.647479987216	97.0343447132657	99.9751425572875	102.412490936996
ACOX2	acyl-CoA oxidase 2, branched chain	15.6995663274341	20.4957998492713	23.8222030615779	25.5952257449997	20.8939544591172	18.1325231828958
ACOX3	acyl-CoA oxidase 3, pristanoyl	18.1526235660957	21.7174038137974	15.8814687077186	17.4047535065998	20.0436191032229	22.1942083758645
ACOXL	acyl-CoA oxidase-like	0.245305723866158	0.407201321508701	0.278622258030151	0.682539353199993	0	0
ACP1	acid phosphatase 1, soluble	32.8709669980652	45.1993466874658	34.4098488667237	36.060829160733	30.612072812195	35.684805623939
ACP2	acid phosphatase 2, lysosomal	22.9360851814858	19.2741958847452	23.5435808035478	27.0740610102664	15.5489893649244	16.6819213282641
ACP5	acid phosphatase 5, tartrate resistant	14.2277319842372	7.87255888250154	17.4138911268845	11.1481427689332	9.96107131190471	7.39806945862149
ACP6	acid phosphatase 6, lysophosphatidic	5.15142020118932	6.37948737030298	7.38348983779901	9.5555509447999	6.92415932656791	9.13879168417949
ACPP	acid phosphatase, prostate	2.82101582446082	1.76453905987104	1.25380016113568	3.2989402071333	1.70067071178861	2.03084259648433
ACPT	acid phosphatase, testicular	0.245305723866158	0.407201321508701	0.139311129015076	0.113756558866665	0.242952958826944	0.290120370926333
ACR	acrosin	0.490611447732317	0	0	0	0.121476479413472	0.290120370926333
ACRBP	acrosin binding protein	0.981222895464633	1.08587019068987	1.11448903212061	1.02380902979999	1.09328831472125	0.725300927315833
ACRC	acidic repeat containing	1.71714006706311	1.35733773836234	0.97517790310553	1.25132214753332	2.06510015002902	0.725300927315833
ACRV1	acrosomal vesicle protein 1	0	0	0	0.113756558866665	0.121476479413472	0.145060185463167
ACSBG1	acyl-CoA synthetase bubblegum family member 1	2.45305723866158	1.49307151219857	1.25380016113568	1.59259182413332	1.09328831472125	1.88578241102116
ACSBG2	acyl-CoA synthetase bubblegum family member 2	0.122652861933079	0.271467547672467	0.139311129015076	0.682539353199993	0.60738239706736	0.145060185463167
ACSF2	acyl-CoA synthetase family member 2	7.60447743985091	8.55122775168271	8.35866774090454	11.9444386809999	9.71811835307776	8.12337038593733
ACSF3	acyl-CoA synthetase family member 3	15.9448720513003	15.8808515388393	14.3490462885528	15.5846485647332	16.3993247208187	19.2930046666011
